1543305659	15849	281390	18684	
1543305669	15849	281390	18684	
1543305679	15849	281390	18684	
1543305689	15849	281390	18684	
1543305700	15849	281390	18684	
1543305710	15849	281390	18684	
1543305720	15849	281390	18684	
1543305747	15849	281390	18684	
1543305757	15849	281390	18684	
1543305767	15849	281390	18684	
1543305777	15849	281390	18684	
1543305787	15849	281390	18684	
1543305797	15849	281390	18684	
1543305807	15849	281390	18684	
1543305817	15849	281390	18684	
1543305827	15849	281390	18684	
1543305837	15849	281390	18684	
1543306033	15849	281390	18684	
1543306043	15849	281390	18684	
1543306053	15849	281390	18684	
1543306063	15849	281390	18684	
1543306073	15849	281390	18684	
1543306095	15849	281390	18684	
1543306105	15849	281390	18684	
1543306109	15849	281390	18684	
1543306119	15849	281390	18684	
1543306129	15849	281390	18684	
1543306132	15849	281390	18684	
1543306143	15849	281390	18684	
1543306174	15849	281390	18684	
1543306185	15849	281390	18684	
1543306195	15849	281390	18684	
1543306201	15849	281390	18684	
1543306227	15849	281390	18684	
1543306237	15849	281390	18684	
1543306247	15849	281390	18684	
1543306257	15849	281390	18684	
1543306267	15849	281390	18684	
1543306277	15849	281390	18684	
1543306287	15849	281390	18684	
1543306297	15849	281390	18684	
1543306307	15849	281390	18684	
1543306317	15849	281390	18684	
1543306327	15849	281390	18684	
1543306337	15849	281390	18684	
1543306347	15849	281390	18684	
1543306357	15849	281390	18684	
1543306367	15849	281390	18684	
1543306377	15849	281390	18684	
1543306387	15849	281390	18684	
1543306397	15849	281390	18684	
1543306407	15849	281390	18684	
1543306417	15849	281390	18684	
1543306427	15849	281390	18684	
1543306437	15849	281390	18684	
1543306447	15849	281390	18684	
1543306457	15849	281390	18684	
1543306467	15849	281390	18684	
1543306477	15849	281390	18684	
1543306487	15849	281390	18684	
1543306497	15849	281390	18684	
1543306507	15849	281390	18684	
1543306517	15849	281390	18684	
1543306527	15849	281390	18684	
1543306537	15849	281390	18684	
1543306547	15849	281390	18684	
1543306557	15849	281390	18684	
1543306567	15849	281390	18684	
1543306577	15849	281390	18684	
1543306587	15849	281390	18684	
1543306597	15849	281390	18684	
1543306607	15849	281390	18684	
1543306617	15849	281390	18684	
1543306627	15849	281390	18684	
1543306637	15849	281390	18684	
1543306647	15849	281390	18684	
1543306657	15849	281390	18684	
1543306667	15849	281390	18684	
1543306677	15849	281390	18684	
1543306687	15849	281390	18684	
1543306697	15849	281390	18684	
1543306707	15849	281390	18684	
1543306717	15849	281390	18684	
1543306727	15849	281390	18684	
1543306737	15849	281390	18684	
1543306747	15849	281390	18684	
1543306757	15849	281390	18684	
1543306767	15849	281390	18684	
1543306778	15849	281390	18684	
1543306788	15849	281390	18684	
1543306798	15849	281390	18684	
1543306808	15849	281390	18684	
1543306818	15849	281390	18684	
1543306828	15849	281390	18684	
1543306838	15849	281390	18684	
1543306848	15849	281390	18684	
1543306858	15849	281390	18684	
1543306868	15849	281390	18684	
1543306878	15849	281390	18684	
1543306888	15849	281390	18684	
1543306898	15849	281390	18684	
1543306908	15849	281390	18684	
1543306918	15849	281390	18684	
1543306928	15849	281390	18684	
1543306938	15849	281390	18684	
1543306948	15849	281390	18684	
1543306958	15849	281390	18684	
1543306968	15849	281390	18684	
1543306978	15849	281390	18684	
1543306988	15849	281390	18684	
1543306998	15849	281390	18684	
1543307008	15849	281390	18684	
1543307018	15849	281390	18684	
1543307028	15849	281390	18684	
1543307038	15849	281390	18684	
1543307048	15849	281390	18684	
1543307058	15849	281390	18684	
1543307068	16076	285437	18941	
1543307078	16334	290050	19243	
1543307090	16433	291959	19369	
1543307171	16434	291968	19370	
1543307365	16434	291968	19371	
1543307375	16695	296791	19705	
1543307385	16894	300605	19960	
1543307395	17188	305243	20252	
1543307405	17440	310328	20605	
1543307415	17642	314041	20844	
1543307425	17896	318710	21146	
1543307435	18160	323416	21465	
1543307445	18455	328068	21805	
1543307455	18716	332881	22106	
1543307465	18968	337714	22433	
1543307475	19229	342020	22717	
1543307485	19481	346145	23006	
1543307495	19731	350735	23314	
1543307505	19942	354617	23586	
1543307515	20205	359246	23878	
1543307525	20496	364385	24221	
1543307535	20778	369488	24579	
1543307545	21029	373936	24870	
1543307555	21290	378415	25174	
1543307567	21585	383708	25551	
1543307577	21828	388033	25839	
1543307579	21866	388882	25899	
1543307581	21912	389854	25948	
1543307582	21946	390267	25980	
1543307583	21963	390571	25992	
1543307977	31753	565606	37509	
1543307987	32008	570224	37815	
1543307997	32304	575648	38163	
1543308007	32561	580170	38476	
1543308017	32775	583769	38726	
1543308027	32974	587646	38991	
1543308037	33210	591850	39298	
1543308047	33469	596460	39594	
1543308057	33686	600487	39905	
1543308067	33879	604161	40152	
1543308077	34132	608958	40465	
1543308087	34338	613455	40754	
1543308097	34559	617734	41052	
1543308107	34782	621904	41295	
1543308117	35005	626146	41583	
1543308127	35251	630476	41862	
1543308137	35536	635621	42193	
1543308147	35752	640004	42521	
1543308157	36004	644884	42828	
1543308167	36255	649584	43129	
1543308262	36534	654793	43473	
1543308272	36798	659320	43763	
1543308282	37055	664059	44075	
1543308292	37301	668662	44411	
1543308302	37552	673191	44721	
1543308312	37776	677713	45012	
1543308322	38011	682420	45333	
1543308332	38243	686761	45632	
1543308342	38502	691702	45930	
1543308352	38756	696319	46208	
1543308363	39034	700870	46522	
1543308373	39270	705249	46846	
1543308383	39530	709839	47114	
1543308393	39754	713719	47381	
1543308403	39991	718103	47693	
1543308413	40280	722835	48008	
1543308423	40537	727498	48305	
1543308433	40795	732298	48632	
1543308443	41056	737268	48953	
1543308453	41320	741940	49278	
1543308463	41597	746468	49565	
1543308473	41867	751342	49888	
1543308483	42163	756368	50203	
1543308493	42444	761100	50478	
1543308503	42640	764782	50727	
1543308513	42861	769084	51002	
1543308523	43092	773297	51307	
1543308533	43358	778363	51654	
1543308543	43617	783259	51997	
1543308553	43852	787283	52276	
1543308563	44128	791759	52601	
1543308573	44303	795514	52855	
1543308583	44562	800507	53203	
1543308593	44815	805172	53486	
1543308603	45095	810133	53762	
1543308613	45368	814356	54028	
1543308623	45617	819002	54303	
