1543308633	45877	823378	54597	
1543308643	46121	827438	54850	
1543308653	46349	831517	55126	
1543308663	46599	836050	55435	
1543308673	46857	840850	55745	
1543308683	47122	845217	56038	
1543308693	47393	849575	56369	
1543308703	47638	853831	56649	
1543308713	47864	858031	56946	
1543308723	48131	862862	57261	
1543308733	48410	867688	57574	
1543308743	48642	872155	57876	
1543308753	48897	877029	58193	
1543308763	49170	881839	58511	
1543308773	49373	885338	58753	
1543308783	49607	889276	58991	
1543308793	49854	894295	59326	
1543308803	50107	898965	59623	
1543308813	50356	903647	59961	
1543308823	50607	908411	60284	
1543308833	50843	912710	60597	
1543308843	51105	917106	60895	
1543308853	51328	921612	61175	
1543308863	51565	925796	61461	
1543308873	51860	930634	61824	
1543308883	52131	935076	62126	
1543308893	52386	939799	62461	
1543308903	52635	944154	62763	
1543308913	52888	948819	63125	
1543308923	53094	952764	63385	
1543308933	53360	957708	63694	
1543308943	53644	962235	63981	
1543308953	53894	966301	64250	
1543308963	54116	970395	64521	
1543308973	54348	974616	64774	
1543308983	54564	978718	65047	
1543308993	54783	983097	65344	
1543309003	55014	987278	65619	
1543309013	55262	991493	65895	
1543309023	55578	996456	66229	
1543309033	55869	1000883	66535	
1543309043	56143	1005668	66827	
1543309053	56378	1009721	67098	
1543309063	56559	1013459	67331	
1543309073	56862	1018623	67682	
1543309083	57076	1022569	67951	
1543309093	57351	1027008	68250	
1543309103	57619	1031827	68596	
1543309113	57867	1035753	68837	
1543309123	58110	1040193	69126	
1543309133	58378	1045331	69448	
1543309143	58639	1050284	69801	
1543309153	58872	1055066	70147	
1543309163	59129	1059920	70463	
1543309173	59396	1064433	70739	
1543309183	59633	1068876	71020	
1543309193	59851	1073012	71285	
1543309203	60110	1077488	71593	
1543309213	60354	1081813	71872	
1543309223	60620	1086811	72190	
1543309233	60843	1091020	72494	
1543309243	61055	1095076	72771	
1543309253	61358	1100299	73092	
1543309263	61588	1104129	73366	
1543309273	61818	1108529	73631	
1543309284	62119	1113712	73958	
1543309294	62396	1118725	74304	
1543309304	62649	1122912	74565	
1543309314	62922	1127755	74854	
1543309324	63208	1132610	75209	
1543309334	63468	1137308	75520	
1543309344	63705	1141968	75838	
1543309354	63986	1146414	76131	
1543309364	64211	1150832	76412	
1543309374	64431	1154853	76707	
1543309384	64676	1159853	77053	
1543309394	64926	1164740	77371	
1543309404	65158	1169697	77704	
1543309414	65355	1173687	77984	
1543309424	65589	1177743	78277	
1543309434	65883	1182523	78597	
1543309448	66126	1186897	78894	
